Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,State,Sales_Channel,Category,Sub_Category,Unit_Price,Quantity,Discount , Discount_Amount  , Gross_Revenue  ,Net_Revenue,COGS,Gross_Profit,Shipping_Method,Shipping_Cost,Days_to_Ship,Payment_Method,Is_Returned,Return_Reason,Customer_Rating
ORD-101598,7/27/2024,CUST-07539,Returning,Central,Missouri,Online,Sports & Outdoors,Water Sports,362.25,1,0.07,25.36,362.25,336.89,173.88,163.01,Standard,4.99,3,Credit Card,No,,
ORD-101599,8/20/2023,CUST-06848,VIP,South,Louisiana,Online,Sports & Outdoors,Cycling,143.13,1,0.15,21.47,143.13,121.66,68.7,52.96,Express,12.99,2,Cash,No,,5
ORD-101600,11/14/2024,CUST-04705,New,East,New York,In-Store,Books,Non-Fiction,40.67,2,0,0,81.34,81.34,30.91,50.43,Standard,4.99,4,PayPal,No,,
ORD-101601,3/21/2022,CUST-06400,New,West,Nevada,Mobile App,Beauty,Fragrance,50.58,2,0,0,101.16,101.16,40.46,60.7,Standard,4.99,4,Gift Card,No,,5
ORD-101602,11/21/2023,CUST-02041,Loyal,West,California,In-Store,Electronics,Headphones,659.74,2,0.1,131.95,1319.48,1187.53,818.08,369.45,Standard,4.99,6,Apple Pay,No,,4
ORD-101603,6/19/2022,CUST-03308,Loyal,West,Nevada,In-Store,Beauty,Makeup,43.29,1,0,0,43.29,43.29,17.32,25.97,Free Shipping,0,9,Apple Pay,No,,4
ORD-101604,3/15/2024,CUST-01603,Returning,South,Alabama,Online,Sports & Outdoors,Fitness,380.97,3,0.07,80,1142.91,1062.91,548.6,514.31,Standard,4.99,7,Credit Card,Yes,Wrong Size,4
ORD-101605,9/6/2022,CUST-01757,Returning,West,California,Online,Sports & Outdoors,Water Sports,396.17,2,0.07,55.46,792.34,736.88,380.32,356.56,Free Shipping,0,10,Credit Card,No,,5
ORD-101606,10/8/2023,CUST-03371,Returning,South,Georgia,In-Store,Toys,Puzzles,24.84,1,0,0,24.84,24.84,11.18,13.66,Free Shipping,0,5,Debit Card,No,,
ORD-101607,8/16/2022,CUST-01948,New,North,Michigan,Mobile App,Clothing,Footwear,97.3,2,0,0,194.6,194.6,81.73,112.87,Standard,4.99,5,PayPal,No,,
ORD-101608,7/17/2023,CUST-01178,Returning,West,California,Online,Electronics,Headphones,297.41,1,0.07,20.82,297.41,276.59,184.39,92.2,Standard,4.99,4,Apple Pay,No,,4
ORD-101609,11/3/2023,CUST-04684,New,Central,Indiana,Mobile App,Beauty,Fragrance,39.2,2,0.05,3.92,78.4,74.48,31.36,43.12,Standard,4.99,4,Debit Card,No,,1
ORD-101610,8/7/2022,CUST-01035,Returning,Central,Indiana,Online,Sports & Outdoors,Team Sports,379.21,1,0,0,379.21,379.21,182.02,197.19,Standard,4.99,3,Apple Pay,No,,4
ORD-101611,4/4/2022,CUST-05936,New,West,Washington,Online,Beauty,Fragrance,54.66,1,0.05,2.73,54.66,51.93,21.86,30.07,Free Shipping,0,5,Apple Pay,No,,4
ORD-101612,5/6/2022,CUST-06206,Loyal,East,Connecticut,Online,Books,Children's,34.71,3,0.1,10.41,104.13,93.72,39.57,54.15,Standard,4.99,4,Debit Card,No,,4
ORD-101613,2/21/2022,CUST-02817,VIP,West,California,Mobile App,Electronics,Headphones,867.29,1,0.15,130.09,867.29,737.2,537.72,199.48,Free Shipping,0,9,Debit Card,No,,5
ORD-101614,7/31/2022,CUST-03277,Loyal,West,California,In-Store,Clothing,Men's Tops,128.97,1,0,0,128.97,128.97,54.17,74.8,Free Shipping,0,9,PayPal,No,,
ORD-101615,5/16/2024,CUST-04335,Returning,South,Florida,Online,Food & Beverage,Supplements,78.86,4,0,0,315.44,315.44,173.49,141.95,Express,12.99,1,PayPal,No,,3
ORD-101616,4/25/2023,CUST-06132,Returning,North,Minnesota,Online,Beauty,Makeup,54.45,1,0.07,3.81,54.45,50.64,21.78,28.86,Standard,4.99,6,PayPal,No,,5
ORD-101617,7/19/2024,CUST-02247,Returning,East,Massachusetts,In-Store,Sports & Outdoors,Water Sports,419.86,1,0.07,29.39,419.86,390.47,201.53,188.94,Overnight,24.99,1,Credit Card,No,,4
ORD-101618,11/11/2022,CUST-02977,New,Central,Missouri,In-Store,Toys,Educational,64.13,1,0,0,64.13,64.13,28.86,35.27,Free Shipping,0,5,Credit Card,No,,4
ORD-101619,1/19/2024,CUST-06874,Returning,North,North Dakota,Mobile App,Beauty,Wellness,23.35,1,0,0,23.35,23.35,9.34,14.01,Standard,4.99,5,Apple Pay,No,,5
ORD-101620,9/12/2023,CUST-06147,New,Central,Kansas,In-Store,Toys,Board Games,133.77,1,0,0,133.77,133.77,60.2,73.57,Standard,4.99,4,Debit Card,No,,4
ORD-101621,7/22/2022,CUST-03697,Loyal,Central,Ohio,Online,Toys,Educational,17.45,4,0,0,69.8,69.8,31.41,38.39,Express,12.99,3,Credit Card,Yes,Defective,5
ORD-101622,4/24/2022,CUST-07453,Returning,West,California,Online,Clothing,Footwear,61.68,2,0.07,8.64,123.36,114.72,51.81,62.91,Express,12.99,1,Apple Pay,No,,
ORD-101623,4/7/2022,CUST-06573,Returning,Central,Indiana,In-Store,Home & Garden,Kitchen,418.22,3,0.07,87.83,1254.66,1166.83,627.33,539.5,Standard,4.99,4,Credit Card,No,,3
ORD-101624,6/25/2023,CUST-06145,Returning,North,North Dakota,In-Store,Books,Self-Help,49.65,3,0.07,10.43,148.95,138.52,56.6,81.92,Express,12.99,1,Cash,No,,2
ORD-101625,12/22/2024,CUST-03354,Loyal,North,North Dakota,Online,Sports & Outdoors,Camping,76.65,1,0.1,7.67,76.65,68.98,36.79,32.19,Standard,4.99,4,Credit Card,No,,5
ORD-101626,6/21/2023,CUST-01541,VIP,Central,Ohio,Online,Clothing,Jackets,91.55,1,0,0,91.55,91.55,38.45,53.1,Express,12.99,3,Credit Card,No,,
ORD-101627,4/13/2023,CUST-01833,Loyal,South,Louisiana,Online,Home & Garden,Bedding,121.38,3,0,0,364.14,364.14,182.07,182.07,Free Shipping,0,6,Apple Pay,No,,5
ORD-101628,10/4/2023,CUST-07565,New,West,Oregon,Online,Home & Garden,Lighting,554.63,2,0.05,55.46,1109.26,1053.8,554.63,499.17,Free Shipping,0,7,PayPal,No,,3
ORD-101629,4/1/2023,CUST-04923,New,West,Oregon,Online,Sports & Outdoors,Fitness,61.19,1,0.05,3.06,61.19,58.13,29.37,28.76,Express,12.99,3,PayPal,No,,5
ORD-101630,9/13/2024,CUST-06977,Loyal,North,Wisconsin,Mobile App,Food & Beverage,Beverages,24.97,1,0,0,24.97,24.97,13.73,11.24,Standard,4.99,6,Debit Card,No,,5
ORD-101631,2/16/2022,CUST-03617,Loyal,South,Georgia,In-Store,Sports & Outdoors,Camping,171.49,2,0.1,34.3,342.98,308.68,164.63,144.05,Standard,4.99,7,Credit Card,No,,5
ORD-101632,1/6/2024,CUST-04698,Loyal,East,New Jersey,Online,Food & Beverage,Beverages,25.2,1,0,0,25.2,25.2,13.86,11.34,Standard,4.99,6,Gift Card,No,,5
ORD-101633,12/16/2024,CUST-03389,New,West,Nevada,Mobile App,Home & Garden,Bedding,443.55,1,0,0,443.55,443.55,221.78,221.77,Free Shipping,0,10,Credit Card,No,,4
ORD-101634,11/6/2024,CUST-07869,Returning,South,Georgia,Phone Order,Beauty,Wellness,105.08,2,0,0,210.16,210.16,84.06,126.1,Standard,4.99,3,Debit Card,No,,4
ORD-101635,6/22/2024,CUST-01524,New,East,New Jersey,In-Store,Sports & Outdoors,Team Sports,287.29,3,0.05,43.09,861.87,818.78,413.7,405.08,Standard,4.99,3,Credit Card,No,,5
ORD-101636,11/25/2022,CUST-03719,Loyal,South,Alabama,Online,Home & Garden,Garden Tools,72.99,2,0,0,145.98,145.98,72.99,72.99,Standard,4.99,7,Credit Card,No,,
ORD-101637,9/14/2023,CUST-01087,New,South,Alabama,Mobile App,Books,Non-Fiction,49.82,1,0,0,49.82,49.82,18.93,30.89,Standard,4.99,4,Credit Card,Yes,Better Price Found,
ORD-101638,10/19/2022,CUST-02159,VIP,West,Oregon,Mobile App,Books,Non-Fiction,43.67,2,0.15,13.1,87.34,74.24,33.19,41.05,Free Shipping,0,8,Debit Card,No,,4
ORD-101639,2/29/2024,CUST-01526,Returning,North,Wisconsin,Online,Food & Beverage,Supplements,75.71,1,0.07,5.3,75.71,70.41,41.64,28.77,Free Shipping,0,7,Credit Card,No,,2
ORD-101640,11/10/2023,CUST-06679,Returning,East,New York,In-Store,Sports & Outdoors,Fitness,97.22,1,0,0,97.22,97.22,46.67,50.55,Express,12.99,3,Credit Card,No,,4
ORD-101641,4/15/2024,CUST-03003,Returning,South,Texas,Online,Toys,Action Figures,143.2,1,0.07,10.02,143.2,133.18,64.44,68.74,Standard,4.99,7,Credit Card,No,,
ORD-101642,7/22/2024,CUST-03507,VIP,South,Georgia,Mobile App,Food & Beverage,Supplements,42.26,1,0.15,6.34,42.26,35.92,23.24,12.68,Free Shipping,0,5,PayPal,No,,4
ORD-101643,8/26/2022,CUST-05450,New,East,New Jersey,In-Store,Beauty,Makeup,70.73,1,0,0,70.73,70.73,28.29,42.44,Express,12.99,1,Debit Card,No,,4
ORD-101644,6/6/2023,CUST-01552,New,Central,Illinois,In-Store,Beauty,Wellness,97.91,3,0,0,293.73,293.73,117.49,176.24,Express,12.99,2,Debit Card,No,,
ORD-101645,11/4/2023,CUST-04332,Loyal,East,Connecticut,Mobile App,Food & Beverage,Supplements,38.21,1,0.1,3.82,38.21,34.39,21.02,13.37,Standard,4.99,4,Credit Card,No,,
ORD-101646,4/3/2023,CUST-06593,Loyal,East,Massachusetts,Online,Electronics,Tablets,180.09,5,0,0,900.45,900.45,558.28,342.17,Standard,4.99,7,Credit Card,No,,4
ORD-101647,3/21/2022,CUST-07363,Returning,South,Florida,Online,Clothing,Footwear,84.54,1,0.07,5.92,84.54,78.62,35.51,43.11,Express,12.99,3,Credit Card,No,,5
ORD-101648,11/23/2024,CUST-06984,Loyal,North,North Dakota,Online,Books,Non-Fiction,43.15,2,0.1,8.63,86.3,77.67,32.79,44.88,Overnight,24.99,1,Cash,No,,4
ORD-101649,11/4/2023,CUST-03889,Returning,South,Florida,In-Store,Beauty,Skincare,107.07,1,0,0,107.07,107.07,42.83,64.24,Express,12.99,2,Debit Card,No,,5
ORD-101650,8/3/2022,CUST-01070,Loyal,Central,Missouri,Online,Books,Non-Fiction,35.08,1,0.1,3.51,35.08,31.57,13.33,18.24,Free Shipping,0,7,Credit Card,No,,5
ORD-101651,8/5/2024,CUST-02395,Returning,East,New York,Mobile App,Books,Educational,39.23,1,0.07,2.75,39.23,36.48,14.91,21.57,Free Shipping,0,9,Credit Card,No,,4
ORD-101652,8/12/2022,CUST-05224,Returning,East,Pennsylvania,Online,Toys,Action Figures,74.59,2,0.07,10.44,149.18,138.74,67.13,71.61,Free Shipping,0,9,PayPal,No,,
ORD-101653,5/28/2024,CUST-06455,Loyal,East,Massachusetts,In-Store,Beauty,Wellness,118.47,2,0,0,236.94,236.94,94.78,142.16,Standard,4.99,5,Credit Card,No,,3
ORD-101654,9/28/2024,CUST-06620,Returning,West,California,Mobile App,Sports & Outdoors,Fitness,295.64,1,0.07,20.69,295.64,274.95,141.91,133.04,Standard,4.99,7,Apple Pay,No,,
ORD-101655,3/5/2024,CUST-02549,New,South,Florida,In-Store,Home & Garden,Kitchen,257.09,2,0,0,514.18,514.18,257.09,257.09,Standard,4.99,4,Debit Card,No,,5
ORD-101656,10/11/2022,CUST-01973,Loyal,South,Florida,In-Store,Toys,Outdoor Toys,66.24,1,0,0,66.24,66.24,29.81,36.43,Standard,4.99,4,Credit Card,No,,
ORD-101657,9/14/2024,CUST-03924,New,East,Massachusetts,Mobile App,Food & Beverage,Snacks,28.54,1,0.05,1.43,28.54,27.11,15.7,11.41,Standard,4.99,3,Credit Card,No,,3
ORD-101658,8/21/2024,CUST-03245,VIP,South,Alabama,Phone Order,Books,Fiction,41.56,2,0,0,83.12,83.12,31.59,51.53,Standard,4.99,7,Credit Card,No,,4
ORD-101659,10/30/2022,CUST-02224,New,West,Oregon,Online,Food & Beverage,Snacks,72.97,1,0,0,72.97,72.97,40.13,32.84,Standard,4.99,6,PayPal,No,,
ORD-101660,5/8/2024,CUST-01418,VIP,North,Michigan,Online,Beauty,Makeup,23.86,1,0.15,3.58,23.86,20.28,9.54,10.74,Express,12.99,3,Credit Card,No,,4
ORD-101661,10/1/2023,CUST-03153,Returning,South,Alabama,Online,Sports & Outdoors,Camping,313.3,1,0,0,313.3,313.3,150.38,162.92,Express,12.99,2,Gift Card,No,,4
ORD-101662,10/19/2022,CUST-03762,New,North,Wisconsin,Mobile App,Toys,Puzzles,139.5,1,0.05,6.98,139.5,132.52,62.77,69.75,Express,12.99,1,Credit Card,No,,5
ORD-101663,5/18/2022,CUST-01271,New,South,Texas,Online,Beauty,Skincare,60.27,2,0.05,6.03,120.54,114.51,48.22,66.29,Standard,4.99,7,Debit Card,No,,5
ORD-101664,5/2/2023,CUST-01921,Loyal,North,Montana,Online,Sports & Outdoors,Water Sports,26.03,1,0,0,26.03,26.03,12.49,13.54,Express,12.99,1,Cash,No,,
ORD-101665,9/15/2022,CUST-03343,Returning,South,Alabama,Online,Home & Garden,Lighting,379.85,1,0.07,26.59,379.85,353.26,189.93,163.33,Standard,4.99,7,Credit Card,No,,3
ORD-101666,3/30/2024,CUST-02371,New,South,Louisiana,Mobile App,Sports & Outdoors,Camping,204.08,2,0,0,408.16,408.16,195.92,212.24,Standard,4.99,7,PayPal,No,,4
ORD-101667,10/9/2022,CUST-04494,Loyal,West,California,Mobile App,Books,Children's,45.21,4,0.1,18.08,180.84,162.76,68.72,94.04,Standard,4.99,5,Debit Card,No,,5
ORD-101668,8/2/2024,CUST-01115,Returning,Central,Missouri,In-Store,Sports & Outdoors,Team Sports,212.64,3,0.07,44.65,637.92,593.27,306.2,287.07,Express,12.99,2,Debit Card,No,,4
ORD-101669,10/19/2022,CUST-07526,Loyal,Central,Indiana,Online,Food & Beverage,Coffee & Tea,79.16,3,0.1,23.75,237.48,213.73,130.61,83.12,Standard,4.99,3,Debit Card,Yes,Changed Mind,4
ORD-101670,10/6/2024,CUST-07511,Returning,West,California,Online,Clothing,Accessories,52.22,2,0.07,7.31,104.44,97.13,43.86,53.27,Express,12.99,2,PayPal,No,,4
ORD-101671,5/12/2022,CUST-03150,New,Central,Kansas,Online,Home & Garden,Garden Tools,97.44,2,0,0,194.88,194.88,97.44,97.44,Free Shipping,0,5,Credit Card,No,,2
ORD-101672,6/25/2022,CUST-05214,New,North,Montana,Online,Books,Self-Help,40.73,2,0.05,4.07,81.46,77.39,30.95,46.44,Standard,4.99,6,Cash,No,,2
ORD-101673,4/23/2022,CUST-04626,Returning,North,Michigan,Online,Food & Beverage,Supplements,49.77,1,0,0,49.77,49.77,27.37,22.4,Standard,4.99,5,Debit Card,No,,5
ORD-101674,3/13/2022,CUST-02446,Loyal,West,California,Mobile App,Electronics,Laptops,64.77,1,0,0,64.77,64.77,40.16,24.61,Standard,4.99,4,Debit Card,No,,5
ORD-101675,12/26/2022,CUST-04877,VIP,South,Louisiana,Mobile App,Electronics,Laptops,386.28,1,0.15,57.94,386.28,328.34,239.49,88.85,Free Shipping,0,7,Debit Card,No,,5
ORD-101676,7/13/2024,CUST-03112,Loyal,South,Georgia,Online,Books,Educational,36.09,1,0,0,36.09,36.09,13.71,22.38,Free Shipping,0,7,PayPal,No,,
ORD-101677,3/22/2022,CUST-04638,Returning,South,Florida,In-Store,Beauty,Skincare,96.83,2,0,0,193.66,193.66,77.46,116.2,Standard,4.99,6,PayPal,No,,5
ORD-101678,2/11/2024,CUST-06384,Loyal,East,New Jersey,In-Store,Electronics,Cameras,108.02,1,0,0,108.02,108.02,66.97,41.05,Standard,4.99,5,Credit Card,No,,2
ORD-101679,3/13/2022,CUST-03092,New,East,Connecticut,Online,Electronics,Smartphones,381.91,1,0.05,19.1,381.91,362.81,236.78,126.03,Standard,4.99,5,Credit Card,No,,
ORD-101680,10/12/2023,CUST-06743,Loyal,Central,Illinois,Online,Home & Garden,Garden Tools,320.48,3,0.1,96.14,961.44,865.3,480.72,384.58,Standard,4.99,7,Credit Card,No,,5
ORD-101681,10/21/2023,CUST-01428,New,North,Wisconsin,Online,Sports & Outdoors,Camping,372.95,1,0.05,18.65,372.95,354.3,179.02,175.28,Overnight,24.99,1,Debit Card,No,,5
ORD-101682,10/30/2022,CUST-03743,Loyal,South,Georgia,In-Store,Toys,Outdoor Toys,172.23,1,0.1,17.22,172.23,155.01,77.5,77.51,Standard,4.99,6,Cash,No,,5
ORD-101683,10/16/2022,CUST-03414,Returning,West,Oregon,In-Store,Clothing,Footwear,47.27,1,0.07,3.31,47.27,43.96,19.85,24.11,Standard,4.99,6,Debit Card,No,,5
ORD-101684,6/22/2023,CUST-02180,Loyal,West,Washington,In-Store,Toys,Action Figures,129.21,3,0.1,38.76,387.63,348.87,174.43,174.44,Standard,4.99,7,Debit Card,No,,5
ORD-101685,7/20/2024,CUST-01567,Loyal,East,New Jersey,Online,Food & Beverage,Organic,22.66,1,0.1,2.27,22.66,20.39,12.46,7.93,Free Shipping,0,6,Debit Card,No,,
ORD-101686,5/1/2024,CUST-06720,Loyal,Central,Missouri,Online,Electronics,Tablets,776.77,1,0.1,77.68,776.77,699.09,481.6,217.49,Standard,4.99,4,Debit Card,No,,
ORD-101687,8/10/2023,CUST-01572,Returning,Central,Ohio,Online,Books,Children's,49.2,1,0.07,3.44,49.2,45.76,18.7,27.06,Standard,4.99,4,PayPal,No,,
ORD-101688,2/27/2022,CUST-01287,VIP,Central,Indiana,In-Store,Toys,Outdoor Toys,37.55,1,0.15,5.63,37.55,31.92,16.9,15.02,Standard,4.99,4,Apple Pay,No,,
ORD-101689,12/27/2022,CUST-03884,New,North,Montana,Online,Toys,Educational,91.23,3,0.05,13.68,273.69,260.01,123.16,136.85,Express,12.99,2,PayPal,No,,3
ORD-101690,1/16/2023,CUST-05183,Loyal,North,North Dakota,Online,Food & Beverage,Beverages,29.84,1,0,0,29.84,29.84,16.41,13.43,Standard,4.99,7,Credit Card,No,,4
ORD-101691,12/5/2024,CUST-01339,Returning,North,Wisconsin,Mobile App,Electronics,Smartphones,1189.16,1,0.07,83.24,1189.16,1105.92,737.28,368.64,Express,12.99,2,Debit Card,No,,5
ORD-101692,10/24/2024,CUST-02804,New,East,Massachusetts,Mobile App,Home & Garden,Lighting,507.04,1,0.05,25.35,507.04,481.69,253.52,228.17,Standard,4.99,4,Credit Card,No,,3
ORD-101693,11/23/2022,CUST-07135,New,West,Nevada,In-Store,Toys,Board Games,102.85,1,0.05,5.14,102.85,97.71,46.28,51.43,Express,12.99,1,Gift Card,No,,4
ORD-101694,8/5/2024,CUST-07808,Returning,South,Florida,Online,Toys,Action Figures,63.23,5,0.07,22.13,316.15,294.02,142.27,151.75,Express,12.99,2,Gift Card,Yes,Wrong Size,3
ORD-101695,12/12/2023,CUST-07588,New,West,Washington,Online,Toys,Outdoor Toys,172.2,1,0.05,8.61,172.2,163.59,77.49,86.1,Overnight,24.99,1,Debit Card,No,,
ORD-101696,12/22/2024,CUST-06482,Returning,West,Washington,Online,Clothing,Accessories,167.6,1,0,0,167.6,167.6,70.39,97.21,Overnight,24.99,1,Credit Card,No,,5
ORD-101697,6/6/2023,CUST-06737,Returning,East,New Jersey,Online,Electronics,Smartphones,904.91,5,0.07,316.72,4524.55,4207.83,2805.22,1402.61,Overnight,24.99,1,Cash,No,,5
ORD-101698,5/1/2024,CUST-04274,Returning,Central,Illinois,Online,Food & Beverage,Beverages,70.2,1,0.07,4.91,70.2,65.29,38.61,26.68,Free Shipping,0,7,Debit Card,No,,4
ORD-101699,7/25/2023,CUST-06650,Returning,West,Washington,Online,Books,Children's,14.84,1,0,0,14.84,14.84,5.64,9.2,Standard,4.99,3,PayPal,No,,4
ORD-101700,11/28/2022,CUST-04454,Loyal,East,New Jersey,In-Store,Clothing,Accessories,65.79,1,0,0,65.79,65.79,27.63,38.16,Free Shipping,0,5,Debit Card,No,,2
ORD-101701,4/7/2023,CUST-07219,VIP,Central,Illinois,In-Store,Sports & Outdoors,Water Sports,184.76,1,0,0,184.76,184.76,88.68,96.08,Express,12.99,1,Credit Card,No,,4
ORD-101702,2/4/2022,CUST-01173,New,South,Florida,In-Store,Clothing,Footwear,38.91,2,0.05,3.89,77.82,73.93,32.68,41.25,Express,12.99,2,Apple Pay,No,,5
ORD-101703,6/2/2024,CUST-04038,Returning,Central,Indiana,Online,Beauty,Fragrance,117.38,1,0,0,117.38,117.38,46.95,70.43,Express,12.99,1,Debit Card,No,,
ORD-101704,6/19/2022,CUST-05580,Loyal,East,Connecticut,Online,Food & Beverage,Snacks,21.81,1,0,0,21.81,21.81,12,9.81,Free Shipping,0,5,Apple Pay,No,,5
ORD-101705,7/17/2024,CUST-03452,Returning,West,Oregon,Online,Home & Garden,Furniture,502.68,1,0,0,502.68,502.68,251.34,251.34,Standard,4.99,4,Credit Card,No,,
ORD-101706,10/5/2022,CUST-03459,Loyal,Central,Indiana,In-Store,Food & Beverage,Organic,76.32,1,0.1,7.63,76.32,68.69,41.98,26.71,Express,12.99,1,Credit Card,No,,
ORD-101707,8/6/2023,CUST-07506,New,South,Louisiana,Online,Books,Fiction,41,2,0,0,82,82,31.16,50.84,Express,12.99,1,PayPal,No,,
ORD-101708,12/4/2022,CUST-05978,New,East,Connecticut,In-Store,Clothing,Accessories,183.91,1,0.05,9.2,183.91,174.71,77.24,97.47,Free Shipping,0,5,PayPal,No,,4
ORD-101709,6/28/2022,CUST-02755,Returning,East,Pennsylvania,Online,Clothing,Women's Tops,126.14,2,0.07,17.66,252.28,234.62,105.96,128.66,Standard,4.99,3,Debit Card,No,,4
ORD-101710,5/5/2023,CUST-06797,Returning,North,Minnesota,Online,Books,Non-Fiction,16.55,1,0,0,16.55,16.55,6.29,10.26,Free Shipping,0,9,PayPal,No,,4
ORD-101711,12/12/2024,CUST-03474,Returning,Central,Kansas,In-Store,Food & Beverage,Snacks,65.71,1,0,0,65.71,65.71,36.14,29.57,Overnight,24.99,1,PayPal,No,,5
ORD-101712,5/24/2022,CUST-02241,Loyal,East,Massachusetts,Phone Order,Sports & Outdoors,Camping,124.23,1,0.1,12.42,124.23,111.81,59.63,52.18,Standard,4.99,5,PayPal,No,,
ORD-101713,5/22/2022,CUST-05146,New,North,Wisconsin,In-Store,Food & Beverage,Snacks,64.48,1,0,0,64.48,64.48,35.46,29.02,Standard,4.99,4,Cash,No,,
ORD-101714,11/22/2022,CUST-05253,VIP,East,New Jersey,In-Store,Electronics,Smartphones,643.43,1,0,0,643.43,643.43,398.93,244.5,Standard,4.99,4,Debit Card,No,,5
ORD-101715,7/29/2024,CUST-06424,Returning,North,North Dakota,Mobile App,Home & Garden,Kitchen,308.52,2,0.07,43.19,617.04,573.85,308.52,265.33,Free Shipping,0,10,Credit Card,No,,5
ORD-101716,6/19/2024,CUST-04781,New,Central,Kansas,Online,Electronics,Smartphones,78.38,1,0.05,3.92,78.38,74.46,48.6,25.86,Standard,4.99,6,PayPal,No,,5
ORD-101717,5/18/2023,CUST-07707,Loyal,South,Alabama,Online,Home & Garden,Kitchen,25.15,1,0.1,2.52,25.15,22.63,12.57,10.06,Standard,4.99,6,Debit Card,No,,2
ORD-101718,1/9/2023,CUST-03401,Loyal,South,Texas,Mobile App,Sports & Outdoors,Cycling,146.25,2,0.1,29.25,292.5,263.25,140.4,122.85,Free Shipping,0,7,Debit Card,No,,5
ORD-101719,1/11/2022,CUST-06618,Returning,South,Louisiana,Mobile App,Food & Beverage,Coffee & Tea,33.03,4,0.07,9.25,132.12,122.87,72.67,50.2,Overnight,24.99,1,Credit Card,No,,3
ORD-101720,5/11/2024,CUST-05594,New,East,Connecticut,Mobile App,Electronics,Smartphones,1186.08,1,0.05,59.3,1186.08,1126.78,735.37,391.41,Express,12.99,1,PayPal,No,,5
ORD-101721,2/4/2022,CUST-07550,Returning,South,Alabama,Online,Electronics,Tablets,391.83,1,0.07,27.43,391.83,364.4,242.93,121.47,Express,12.99,2,Credit Card,No,,
ORD-101722,9/24/2022,CUST-04273,New,South,Texas,In-Store,Electronics,Headphones,96.64,1,0.05,4.83,96.64,91.81,59.92,31.89,Express,12.99,2,Credit Card,Yes,Defective,
ORD-101723,1/28/2024,CUST-01595,Loyal,Central,Illinois,In-Store,Food & Beverage,Coffee & Tea,36.05,1,0,0,36.05,36.05,19.83,16.22,Free Shipping,0,5,PayPal,No,,
ORD-101724,7/2/2022,CUST-03115,New,North,Michigan,Online,Home & Garden,Garden Tools,121.75,1,0.05,6.09,121.75,115.66,60.88,54.78,Free Shipping,0,8,PayPal,No,,5
ORD-101725,7/3/2022,CUST-03768,Returning,South,Georgia,Mobile App,Books,Fiction,43.59,1,0.07,3.05,43.59,40.54,16.56,23.98,Standard,4.99,3,PayPal,No,,
ORD-101726,4/27/2024,CUST-03187,Returning,West,Washington,Phone Order,Home & Garden,Kitchen,418.44,2,0.07,58.58,836.88,778.3,418.44,359.86,Express,12.99,2,Gift Card,No,,5
ORD-101727,4/20/2023,CUST-02586,New,Central,Indiana,Mobile App,Beauty,Skincare,38.44,2,0.05,3.84,76.88,73.04,30.75,42.29,Free Shipping,0,5,PayPal,No,,5
ORD-101728,5/23/2022,CUST-02546,Returning,East,New York,Online,Sports & Outdoors,Team Sports,395.42,5,0.07,138.4,1977.1,1838.7,949.01,889.69,Express,12.99,3,Apple Pay,Yes,Changed Mind,
ORD-101729,11/18/2023,CUST-04504,New,East,Pennsylvania,In-Store,Toys,Action Figures,120.72,1,0.05,6.04,120.72,114.68,54.32,60.36,Overnight,24.99,1,Credit Card,No,,4
ORD-101730,8/30/2024,CUST-06885,VIP,Central,Illinois,Phone Order,Beauty,Makeup,105.07,2,0.15,31.52,210.14,178.62,84.06,94.56,Overnight,24.99,1,Credit Card,No,,5
ORD-101731,1/13/2023,CUST-06998,Loyal,North,North Dakota,In-Store,Sports & Outdoors,Cycling,243.6,1,0,0,243.6,243.6,116.93,126.67,Express,12.99,1,Debit Card,No,,2
ORD-101732,7/31/2022,CUST-03216,Loyal,East,New Jersey,Online,Home & Garden,Lighting,526.88,2,0.1,105.38,1053.76,948.38,526.88,421.5,Standard,4.99,5,Cash,No,,5
ORD-101733,5/18/2023,CUST-04865,New,South,Louisiana,Online,Beauty,Hair Care,88.41,3,0.05,13.26,265.23,251.97,106.09,145.88,Express,12.99,1,Credit Card,No,,5
ORD-101734,10/30/2023,CUST-06970,Returning,West,Nevada,Online,Toys,Outdoor Toys,149.3,1,0.07,10.45,149.3,138.85,67.19,71.66,Standard,4.99,7,Credit Card,No,,2
ORD-101735,5/30/2022,CUST-03111,New,Central,Illinois,Online,Electronics,Headphones,368.21,2,0,0,736.42,736.42,456.58,279.84,Free Shipping,0,8,Debit Card,No,,4
ORD-101736,1/14/2024,CUST-05477,Loyal,East,Massachusetts,Online,Books,Non-Fiction,44.03,2,0.1,8.81,88.06,79.25,33.46,45.79,Express,12.99,2,PayPal,No,,5
ORD-101737,10/11/2024,CUST-02413,Returning,North,North Dakota,In-Store,Food & Beverage,Snacks,30.07,1,0,0,30.07,30.07,16.54,13.53,Standard,4.99,7,Apple Pay,No,,5
ORD-101738,4/11/2024,CUST-05433,Returning,Central,Illinois,In-Store,Food & Beverage,Beverages,37.27,4,0.07,10.44,149.08,138.64,81.99,56.65,Standard,4.99,7,PayPal,No,,
ORD-101739,7/29/2024,CUST-06875,New,East,Massachusetts,Mobile App,Clothing,Jackets,15.21,1,0.05,0.76,15.21,14.45,6.39,8.06,Standard,4.99,7,PayPal,No,,
